Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
29-March-2017,1194.00,1222.00,1185.70,1212.05,1212.729538690476190476,8064,1059,9779451.00,2648,32.84,36.30,18.05
28-March-2017,1194.95,1195.20,1182.10,1190.65,1189.744637681159420289,3450,512,4104619.00,2178,63.13,13.10,-4.30
27-March-2017,1195.00,1200.00,1180.50,1183.30,1186.848022320695880518,6093,754,7231465.00,3820,62.69,19.50,-11.70
24-March-2017,1192.00,1205.00,1186.40,1193.75,1195.109332779048014965,4811,700,5749671.00,2501,51.99,18.60,1.75
23-March-2017,1199.00,1199.95,1190.00,1192.65,1194.539523809523809523,2100,423,2508533.00,886,42.19,9.95,-6.35
22-March-2017,1197.00,1200.00,1181.95,1185.55,1189.588649982375749030,11348,1300,13499452.00,5883,51.84,18.05,-11.45
21-March-2017,1212.55,1216.00,1190.55,1194.20,1197.361434772675348412,4377,622,5240851.00,2363,53.99,25.45,-18.35
20-March-2017,1216.00,1221.50,1208.00,1211.15,1213.761835748792270531,2070,331,2512487.00,796,38.45,13.50,-4.85
17-March-2017,1201.00,1222.00,1201.00,1212.85,1211.956096068532966192,6537,729,7922557.00,3272,50.05,21.00,11.85
16-March-2017,1217.00,1226.50,1205.05,1207.80,1214.598203447438698713,4119,680,5002930.00,1054,25.59,21.45,-9.20
15-March-2017,1201.00,1225.00,1201.00,1206.85,1210.628339269813000890,8984,1269,10876285.00,2849,31.71,24.00,5.85
14-March-2017,1194.00,1219.25,1190.00,1198.75,1200.706031853608946119,11804,1089,14173134.00,7677,65.04,29.25,4.75
10-March-2017,1208.00,1210.00,1178.00,1193.30,1196.544395924308588064,2748,362,3288104.00,1572,57.21,32.00,-14.70
9-March-2017,1206.90,1206.90,1191.50,1194.30,1199.301821335646140503,3459,508,4148385.00,1388,40.13,15.40,-12.60
8-March-2017,1190.00,1225.00,1187.55,1200.80,1205.767396469789545145,11784,1538,14208763.00,3560,30.21,37.45,10.80
7-March-2017,1209.90,1226.70,1201.30,1208.65,1213.066166249652488184,3597,588,4363399.00,1228,34.14,25.40,-1.25
6-March-2017,1231.60,1236.00,1195.00,1201.60,1213.856603773584905660,3975,618,4825080.00,1777,44.70,41.00,-30.00
3-March-2017,1215.00,1231.20,1210.10,1226.05,1221.999190414507772020,6176,767,7547067.00,2079,33.66,21.10,11.05
2-March-2017,1243.95,1243.95,1201.05,1207.25,1221.722033587225841974,10897,1426,13313105.00,4258,39.07,42.90,-36.70
1-March-2017,1207.00,1243.00,1197.00,1235.20,1225.460639485260324338,15231,1807,18664991.00,5090,33.42,46.00,28.20
28-February-2017,1207.00,1215.00,1195.00,1199.90,1204.328422344996930632,6516,1204,7847404.00,2569,39.43,20.00,-7.10
27-February-2017,1202.10,1208.00,1177.00,1196.90,1194.886348122866894197,5860,791,7002034.00,1986,33.89,31.00,-5.20
23-February-2017,1205.00,1206.90,1190.10,1199.25,1200.037990821009688934,3922,789,4706549.00,1498,38.19,16.80,-5.75
22-February-2017,1217.15,1228.00,1200.00,1212.05,1214.662402370051171559,29704,1053,36080332.00,26019,87.59,28.00,-5.10
21-February-2017,1219.10,1230.70,1212.95,1221.60,1222.396105438138209451,4211,703,5147510.00,1516,36.00,17.75,2.50
20-February-2017,1235.00,1236.90,1224.45,1226.65,1228.652521218172740888,2003,517,2460991.00,729,36.40,12.45,-8.35
17-February-2017,1230.00,1240.00,1219.80,1230.00,1231.773862622658340767,6726,1143,8284911.00,1959,29.13,20.20,0.00
16-February-2017,1170.00,1238.90,1170.00,1228.85,1213.037549484576490416,25513,3164,30948227.00,8988,35.23,68.90,58.85
15-February-2017,1195.00,1195.45,1170.00,1172.20,1178.593228200371057513,4312,612,5082094.00,1091,25.30,25.45,-22.80
14-February-2017,1230.00,1230.00,1190.00,1194.25,1199.631944444444444444,6336,914,7600868.00,2241,35.37,40.00,-35.75
13-February-2017,1261.00,1261.10,1210.00,1223.30,1229.462096774193548387,7440,976,9147198.00,2159,29.02,51.10,-37.70
10-February-2017,1230.00,1269.75,1225.00,1261.85,1246.310758805320839956,23906,3066,29794305.00,8900,37.23,44.75,31.85
9-February-2017,1210.00,1228.00,1185.55,1225.65,1211.478748056671848875,34091,4404,41300522.00,6759,19.83,42.45,15.65
8-February-2017,1183.00,1213.00,1182.00,1208.35,1199.095829034635224760,33925,3527,40679326.00,7955,23.45,31.00,25.35
7-February-2017,1121.00,1192.00,1121.00,1179.95,1171.270769160563123188,43827,4217,51333284.00,11363,25.93,71.00,58.95
6-February-2017,1116.60,1144.20,1105.70,1132.65,1128.612194309815383477,27029,3143,30505259.00,12563,46.48,38.50,16.05
3-February-2017,1113.75,1118.00,1106.00,1110.35,1110.494136043784206411,2558,355,2840644.00,1266,49.49,12.00,-3.40
2-February-2017,1109.00,1127.95,1105.00,1109.95,1114.407626861136432695,6582,1254,7335031.00,2105,31.98,22.95,0.95
1-February-2017,1096.20,1120.00,1091.75,1107.05,1106.253831417624521072,4176,840,4619716.00,1133,27.13,28.25,10.85
31-January-2017,1114.90,1116.90,1091.00,1094.20,1101.210808270676691729,10640,2312,11716883.00,1716,16.13,25.90,-20.70
30-January-2017,1110.00,1121.00,1076.00,1101.10,1107.339322839322839322,6734,1237,7456823.00,2721,40.41,45.00,-8.90
27-January-2017,1112.90,1125.15,1105.00,1108.55,1114.069194943446440452,3006,795,3348892.00,1000,33.27,20.15,-4.35
25-January-2017,1128.00,1128.00,1072.80,1109.65,1111.019858736820554816,9769,1609,10853553.00,3644,37.30,55.20,-18.35
24-January-2017,1124.95,1129.85,1114.50,1116.00,1119.137088896125040703,3071,735,3436870.00,1504,48.97,15.35,-8.95
23-January-2017,1135.00,1135.00,1113.00,1117.50,1120.727204220045214770,2654,675,2974410.00,987,37.19,22.00,-17.50
20-January-2017,1150.00,1150.00,1123.40,1132.60,1134.380211081794195250,3790,589,4299301.00,1489,39.29,26.60,-17.40
19-January-2017,1147.00,1160.00,1134.25,1153.40,1147.553021532762213475,8638,1290,9912563.00,4356,50.43,25.75,6.40
18-January-2017,1110.00,1149.95,1101.40,1146.80,1138.318022657054582904,14565,1766,16579602.00,5379,36.93,48.55,36.80
17-January-2017,1130.35,1131.70,1099.00,1103.10,1110.637151106833493743,6234,972,6923712.00,3248,52.10,32.70,-27.25
16-January-2017,1125.00,1139.95,1118.05,1124.45,1127.576984379980873445,6274,1147,7074418.00,1893,30.17,21.90,-0.55
13-January-2017,1130.00,1144.90,1111.35,1130.85,1127.328437917222963951,8239,1233,9288059.00,2118,25.71,33.55,0.85
12-January-2017,1139.75,1150.00,1111.00,1122.10,1129.272763002751211843,15266,2229,17239478.00,4009,26.26,39.00,-17.65
11-January-2017,1166.90,1169.95,1102.50,1132.15,1144.854539081668419207,57060,5254,65325400.00,10078,17.66,67.45,-34.75
10-January-2017,1045.00,1199.00,1031.00,1176.00,1155.539104584527220630,139600,12842,161313259.00,14868,10.65,168.00,131.00
9-January-2017,1047.95,1048.00,1037.00,1041.95,1043.330830388692579505,2264,369,2362101.00,1369,60.47,11.00,-6.00
6-January-2017,1037.00,1048.00,1035.55,1043.90,1040.799074074074074074,2160,411,2248126.00,1256,58.15,12.45,6.90
5-January-2017,1051.90,1051.90,1029.55,1031.45,1032.498686350556737145,7993,1121,8252762.00,3974,49.72,22.35,-20.45
4-January-2017,1050.00,1050.00,1033.50,1037.35,1041.208168642951251646,1518,188,1580554.00,851,56.06,16.50,-12.65
3-January-2017,1069.90,1069.90,1037.90,1045.05,1046.795789473684210526,950,187,994456.00,501,52.74,32.00,-24.85
2-January-2017,1045.00,1052.00,1035.00,1039.95,1041.282431206531599637,3307,579,3443521.00,1460,44.15,17.00,-5.05
